target,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
0,10935,80000,2,2,2,24,1,1,-1,-1,-1,-1,62550,0,10000,18150,7490,7490,10000,10000,18150,7490,7490,7490
0,10936,50000,2,2,1,30,0,0,0,-2,-2,-2,50425,51400,0,0,0,0,2400,0,0,0,0,0
0,10937,250000,2,2,2,55,-2,-2,-1,-1,0,0,603,1867,2470,3887,4731,8710,1867,2661,3887,1000,4000,1000
0,10938,50000,2,1,2,24,0,0,0,0,0,0,48482,39603,23610,18079,18668,17273,2000,1504,1000,1000,1000,1000
0,10939,60000,2,2,2,26,0,0,0,0,0,0,58117,53986,47413,36527,28170,28963,2400,2050,2011,1200,1400,1200
0,10940,240000,1,2,2,39,0,0,0,0,0,0,177795,167091,161691,165177,132478,138979,8576,8200,9009,5000,10500,0
0,10941,90000,2,2,2,25,0,0,0,0,0,0,91894,71732,73241,74424,76070,77648,3200,3300,3000,3001,3000,3100
0,10942,440000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,200,751,2674,317,565,200,751,2700,320,570,0
0,10943,150000,2,3,1,55,-2,-2,-2,-2,-2,-2,1194,2095,2154,2900,2512,3514,2101,2160,3046,2519,3625,0
1,10944,50000,2,1,2,26,0,-1,-1,-1,-2,-2,4197,934,252,-570,-570,-1000,1000,252,0,0,0,0
1,10945,100000,2,2,1,58,2,2,0,0,0,0,87851,85594,87095,88357,77155,80108,0,3300,2839,3000,4000,2000
1,10946,120000,1,1,2,24,2,-1,0,0,-2,-1,1330,2103,2473,1162,0,3443,2103,1170,1162,0,3443,0
0,10947,500000,1,1,2,36,0,0,0,0,0,0,151630,150824,117130,146443,122439,83535,12074,10000,40561,12550,20803,65678
0,10948,20000,1,2,2,25,-1,-1,0,0,0,-2,390,5548,7001,6695,0,0,5548,2000,2000,0,3300,0
0,10949,360000,1,1,2,33,-2,-2,-2,-2,-2,-2,714,-68,-68,-68,4132,-2,7,0,0,4200,48,5500
0,10950,80000,2,3,1,34,2,3,2,2,2,0,78489,76697,74847,79620,78257,79953,0,0,6000,0,3200,3000
0,10951,290000,1,1,1,30,1,-2,-2,-2,-1,-1,0,-291,-582,-1164,291,732,0,0,0,1455,732,291
0,10952,160000,2,1,2,25,0,0,0,0,0,0,76038,64399,52532,39455,26505,13302,2791,3000,1286,890,497,267
0,10953,240000,2,2,2,28,0,0,0,0,0,0,234053,132007,234638,239790,132697,135561,5000,120000,10000,5000,4100,4000
0,10954,400000,2,2,2,44,-1,-1,-1,-1,-1,-1,4988,2986,96868,33745,5143,1601,3003,97353,33913,5168,1611,0
1,10955,140000,1,1,2,32,0,0,0,0,2,0,46134,50890,59395,73225,56999,61050,5890,9395,15000,0,5000,7086
0,10956,290000,1,1,2,41,-2,-2,-2,-2,-2,-2,3394,-186,37392,6106,14839,11209,0,37578,6136,14913,11264,2296
0,10957,470000,2,2,2,40,0,0,0,0,0,0,277185,282983,290274,294508,300646,306652,10257,11982,10536,10879,10971,11326
1,10958,110000,1,2,2,55,0,0,0,0,2,0,51716,113395,111693,115073,111811,111719,65668,4267,9455,0,3991,8071
0,10959,30000,2,2,1,33,0,0,0,0,0,0,28938,30246,30485,30274,29967,23477,1800,1574,1300,886,1000,686
0,10960,10000,1,2,2,32,0,0,0,0,2,0,7231,7497,9355,9594,8535,8713,1142,2000,758,0,313,1000
1,10961,20000,2,3,2,36,0,0,2,2,2,2,16754,18873,19862,19245,20532,19953,2400,1600,0,1600,209,0
0,10962,190000,2,1,2,27,0,0,0,0,0,0,14671,15141,17574,18943,20405,42921,2000,3000,2000,2000,25921,1400
0,10963,200000,2,2,1,60,-1,-1,-1,-1,-1,-1,396,396,461,396,546,396,396,461,396,546,396,396
1,10964,200000,1,2,1,51,-1,-1,-1,-1,-1,-1,1690,0,396,792,0,396,0,396,792,0,396,792
0,10965,50000,2,2,1,35,0,0,0,0,0,0,48658,50709,36114,23706,20166,19930,3000,2000,3005,700,1000,1000
0,10966,30000,1,2,2,37,0,0,0,0,0,0,23422,24425,25463,26453,26987,28760,1397,1435,1425,959,2201,1200
0,10967,500000,1,1,1,37,0,0,0,0,0,0,62053,46888,50783,53204,56946,58394,75840,5000,5012,10000,5000,10000
0,10968,100000,2,1,2,27,-2,-2,-2,-2,-2,-2,-2000,5555,0,0,0,0,7555,0,0,0,0,0
0,10969,10000,1,3,2,22,0,0,0,0,0,0,9240,9131,9601,9797,9997,7497,1230,1000,196,200,0,0
0,10970,480000,1,2,1,44,-2,-2,-2,-2,-2,-2,29112,43015,17223,10127,8416,14658,43111,17223,10135,8416,14658,27350
0,10971,150000,2,2,2,34,-1,-1,-1,-1,-1,-1,1467,698,4102,713,810,5438,701,4137,719,817,5467,9587
1,10972,120000,1,2,2,28,-1,-1,-1,-1,-1,-1,4310,3905,2411,1925,2943,6249,3905,2411,1925,2943,6249,1780
0,10973,100000,1,2,1,29,2,2,2,3,3,2,82781,85536,90018,91151,89429,91185,5000,6800,3500,0,3400,3500
0,10974,160000,2,1,2,31,-2,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,178
0,10975,30000,2,2,1,22,1,2,2,0,0,0,28933,30175,29383,29823,30379,29686,2000,0,1200,1162,1097,3846
0,10976,260000,2,3,1,59,0,0,0,0,0,0,258885,261183,262546,238614,195149,195771,10000,11000,13067,10003,8000,11488
0,10977,30000,2,2,1,43,-1,0,0,0,0,0,25166,26195,27209,27924,30204,30000,1437,1451,1166,2900,600,0
1,10978,30000,2,3,1,37,2,2,2,2,2,2,21368,22194,18098,14542,15758,13149,1500,1400,0,1527,0,524
0,10979,50000,2,5,2,21,0,0,0,0,0,0,1211,3173,7076,7729,9442,9887,2000,4000,2000,2000,1000,2000
0,10980,250000,2,1,1,43,-1,-1,-1,0,0,-1,17454,-50,45297,17371,11481,5922,24890,48394,0,5461,15000,6000
0,10981,50000,2,2,2,27,-1,-1,-2,-2,-2,-1,1500,0,0,0,1075,4249,0,0,0,1075,4307,0
0,10982,20000,2,2,1,24,1,2,0,0,2,2,18817,18227,19632,20298,20337,19863,0,1720,1754,893,0,400
0,10983,450000,1,2,1,41,-2,-2,-2,-2,-2,-2,1068,1281,907,882,968,1243,1287,911,886,972,1249,1416
0,10984,300000,2,2,1,28,2,0,0,0,0,0,296665,300861,263571,252197,226555,206642,11500,9000,8000,7000,7500,6006
1,10985,140000,1,2,1,40,0,0,0,0,0,0,139282,138095,140725,139401,103929,101148,4945,5254,4861,3649,3653,3700
0,10986,50000,1,1,1,44,0,0,0,0,-2,-2,35145,36275,37150,0,0,0,2000,1871,0,0,0,0
1,10987,50000,1,1,2,28,0,0,3,2,2,0,13258,18647,18064,19462,18854,20380,5635,0,2000,0,2000,2000
0,10988,140000,1,1,3,59,0,0,0,0,0,0,141148,139572,86612,62906,83167,83315,4900,3340,1931,22444,2441,1657
0,10989,280000,2,1,1,45,-2,-2,-2,-2,-2,-2,26573,17597,22284,20232,17567,20027,18388,22302,20274,17567,20027,17025
0,10990,300000,2,2,2,32,0,0,0,0,0,0,114690,117682,120777,123835,127830,130931,4682,4777,4835,5830,4931,5079
1,10991,240000,2,2,1,47,1,2,2,2,2,2,124425,131943,133457,134749,132651,140600,10839,5000,4800,0,10000,5200
0,10992,80000,2,2,1,35,-2,-2,-2,-1,-1,0,390,0,1151,10312,12238,8279,0,1151,10312,12238,5000,3000
0,10993,300000,1,1,1,37,-2,-2,-2,-1,-1,-2,19954,22492,20477,27206,37191,7543,23348,20477,27206,177202,7543,13719
1,10994,40000,2,3,1,39,2,2,2,2,2,2,22241,23273,24204,24510,24811,24274,1700,1600,1000,1000,0,2000
0,10995,100000,2,1,2,28,0,0,0,0,0,0,20068,21226,22573,23596,24068,24679,1800,2000,1400,863,1000,2000
0,10996,50000,1,2,1,51,0,0,0,0,0,0,49613,49326,47010,20661,14528,15544,3036,6000,1000,2000,2500,3000
0,10997,20000,2,3,3,32,0,0,0,-2,-2,-1,19446,20650,0,0,0,1000,2000,0,0,0,1000,0
1,10998,170000,2,1,1,33,0,0,0,0,0,0,170440,170060,115372,211577,120407,122952,8200,5200,5000,5000,5000,4000
0,10999,140000,1,2,2,31,0,0,0,0,0,0,64300,62758,77133,71397,71546,83412,20009,32637,15027,10021,20055,10037
0,11000,50000,2,2,2,43,-1,0,0,0,0,0,26342,27457,27381,17930,18128,18490,1547,1251,1200,600,627,759
0,11001,140000,2,2,2,31,0,0,0,0,0,0,138119,137950,140254,139679,141748,142174,6600,6500,5100,5300,6000,5000
0,11002,240000,2,1,1,33,0,0,0,0,0,0,95835,90385,85011,77329,50673,48723,4060,3181,3000,1500,3042,1377
1,11003,220000,2,1,1,43,-1,-1,-1,2,-1,0,941,911,9743,7480,22880,880,920,9752,0,22880,0,7270
0,11004,50000,2,1,2,28,0,0,0,0,0,0,36917,38098,36700,37319,37633,40307,2100,2000,1700,1307,3400,1500
0,11005,60000,2,3,2,32,0,0,0,0,0,0,62552,26929,27967,28526,28275,29151,1500,1500,1003,1500,1500,1044
0,11006,50000,2,1,2,23,0,0,0,0,0,0,40111,41380,25865,26568,27249,27665,2252,1737,1440,1121,1004,1013
0,11007,30000,2,2,2,22,-1,3,2,0,0,2,31176,30408,29205,29090,30121,28013,0,0,1013,2400,0,1200
0,11008,140000,2,2,2,28,1,2,2,2,-2,-2,5420,3978,3723,0,0,0,2000,0,0,0,0,0
0,11009,250000,2,1,1,37,0,0,0,0,0,0,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122
0,11010,390000,1,1,2,34,-1,-1,-1,-1,-1,-1,13006,522,1790,7957,3044,27603,524,1790,7957,3044,27603,11219
0,11011,280000,1,1,1,42,-2,-1,-1,0,0,-2,1751,22046,63729,55664,31014,28903,22909,64167,1113,32000,578,1768
1,11012,320000,1,1,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,11013,360000,1,2,1,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,0,0,0,0,0,0,0
1,11014,230000,2,1,2,28,0,0,0,0,0,0,51545,42151,44532,42517,44087,40581,2000,3000,2000,2000,1242,2759
1,11015,340000,1,2,1,53,0,0,0,0,0,0,342617,346067,350031,304706,250216,253526,12604,14000,11000,9000,10000,30000
1,11016,40000,1,2,2,47,2,2,3,2,2,2,52358,54892,53415,51259,47151,46934,4000,0,2000,0,3520,0
1,11017,160000,2,1,1,39,1,-1,2,2,-2,-2,-5,776,186,0,0,0,781,0,0,0,0,0
0,11018,220000,1,2,1,30,0,0,0,0,0,2,15746,17537,14856,35705,25649,5018,16780,14469,35278,4647,19,8438
0,11019,120000,2,2,2,26,3,3,2,2,3,2,12034,12548,12056,13958,13468,6144,1000,0,2400,100,0,57258
0,11020,200000,2,1,1,34,-1,-1,-1,-1,0,0,3987,1631,21698,12657,11349,9006,1631,21698,12657,569,3000,25000
0,11021,170000,2,2,1,45,-1,-1,0,0,0,0,12847,9807,8101,6208,10460,11143,9807,5000,3749,6711,4432,0
0,11022,150000,2,2,2,23,-2,-2,-2,-2,-1,2,198,4824,1276,4830,10251,5706,4848,1282,4854,10251,0,7328
0,11023,130000,1,3,1,54,3,3,2,0,0,0,131139,132596,127906,86109,81941,84545,6000,0,3029,4000,5000,3300
1,11024,50000,2,2,1,31,2,4,3,2,0,0,13815,13307,12755,8400,3150,0,0,3,17,0,0,0
1,11025,50000,2,1,1,43,0,0,0,0,0,2,49819,49390,50612,29975,30559,29433,2227,2449,1778,2382,0,1251
0,11026,10000,2,2,1,31,0,0,0,0,0,0,15915,9050,9901,9975,9736,8703,2330,2200,1000,333,311,322
0,11027,320000,2,1,2,32,-2,-2,-2,-2,-2,-2,3916,2872,4704,3382,2575,8097,2886,4732,3398,2588,8137,2474
0,11028,130000,2,1,2,30,-1,-1,-1,-1,-1,-1,780,0,390,540,540,636,0,390,540,540,636,3636
0,11029,500000,2,1,1,45,-1,-1,-1,-1,-1,-1,36954,-24704,22999,18339,-3876,15586,0,83000,0,0,20000,18000
1,11030,220000,1,2,1,47,4,3,2,2,2,2,216591,197022,198088,187000,179703,174571,0,6000,0,14004,0,7000
0,11031,150000,2,2,2,51,0,-1,-1,-2,-2,-1,13219,1179,0,0,0,35752,1179,0,0,0,35752,1448
1,11032,100000,2,2,2,25,2,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559
0,11033,50000,2,2,1,36,0,0,0,0,0,0,52136,50942,49715,21332,20096,18883,2218,2519,712,706,740,600
0,11034,150000,1,2,2,26,0,0,-1,0,0,0,69358,42457,92213,70406,70037,14461,4213,92457,5023,4311,7030,3054
0,11035,50000,2,3,2,23,0,0,0,0,0,2,34364,34212,33886,32929,34549,33458,1861,2004,1324,3768,1,1141
0,11036,90000,2,2,2,26,1,2,2,2,2,2,86335,88520,90311,91431,92840,91205,4500,4100,3500,3800,0,3500
0,11037,20000,1,2,2,25,0,0,-1,0,0,0,5347,-1077,3347,4426,1906,942,5006,5000,2000,0,900,0
0,11038,160000,2,1,2,36,1,2,0,0,0,0,163897,116343,118552,119376,122039,121841,0,5677,4197,4509,4412,4228
0,11039,80000,1,2,2,38,0,0,0,0,0,0,89394,81223,77198,29891,34528,35229,5000,19153,1500,10000,1274,1275
0,11040,400000,2,2,2,25,0,0,0,0,0,0,393159,44917,52366,29995,22722,24479,2522,17213,1000,1000,2100,154700
0,11041,50000,1,2,2,31,-1,0,0,0,0,0,228,3183,5455,7629,6354,4655,2955,2500,2500,2526,2000,1500
1,11042,50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,11043,230000,1,1,2,32,-2,-2,-2,-2,-2,-2,489,0,1257,0,1169,641,0,1257,0,1169,641,0
1,11044,20000,1,3,2,22,0,0,0,0,0,0,18535,18541,18270,16992,19025,35744,5109,1600,2400,3800,739,2000
0,11045,16000,1,5,1,46,0,0,0,0,0,2,22058,24367,26965,29521,32032,31385,3000,3000,3000,3000,0,2000
0,11046,140000,1,1,1,36,0,0,0,0,0,0,40836,41878,42977,43960,45093,46342,2001,2100,2000,2000,2000,5000
1,11047,60000,2,3,1,42,-1,-1,2,0,-1,-1,1570,21835,20680,390,390,14290,20680,0,0,390,14290,2892
0,11048,290000,1,1,1,46,0,0,0,0,0,0,194301,199451,198684,87700,88621,53243,10744,6000,1573,1629,3129,105423
1,11049,30000,2,2,2,29,2,2,2,0,0,0,13519,16493,15545,16557,16857,18121,3211,0,1275,575,1539,700
1,11050,180000,2,1,1,38,2,0,0,0,0,0,183939,176737,179787,181918,169664,173169,8000,7900,6900,6200,6700,6700
0,11051,230000,2,3,2,39,-2,-2,-2,-2,-2,-2,1876,1876,1876,2848,1876,4634,1876,1876,2848,1876,4634,1876
0,11052,260000,2,1,2,26,0,0,0,0,0,0,145165,149173,142730,148307,152375,158435,6500,7000,8000,6500,8500,5600
0,11053,420000,2,2,2,28,-1,0,0,0,0,-1,27186,27759,21103,22217,23440,61084,5009,5006,5000,5000,61084,3000
0,11054,300000,2,1,2,27,-2,-2,-2,-2,-2,-2,3102,1499,318,2488,187,607,1506,319,2488,187,607,1945
0,11055,50000,2,1,1,29,0,0,0,0,0,0,48305,49726,50389,30410,30364,30063,2500,2109,1100,1100,1100,1100
0,11056,470000,1,1,1,40,1,2,0,0,0,0,276880,241153,204223,151253,138087,109094,5014,10000,5214,4500,5000,4200
0,11057,50000,2,3,2,51,-1,-1,2,-1,-1,-1,390,780,390,390,390,1320,780,0,390,390,1320,0
1,11058,60000,2,2,2,22,3,2,2,2,2,2,61558,59967,59693,39686,30077,30761,10,3616,301,2501,1300,0
0,11059,240000,2,1,1,32,-2,-2,-2,-2,-2,-2,6101,1202,3227,4039,1776,1513,1205,3236,4051,1781,1517,3630
0,11060,210000,1,1,1,42,-1,-1,-1,-1,-1,-1,2827,3517,4412,2700,3578,4075,3527,4425,2708,3588,4087,1841
0,11061,260000,1,1,2,36,0,0,0,0,0,0,97626,99675,59934,61680,65403,66745,5195,2961,3000,5000,2700,2800
0,11062,140000,2,2,2,24,0,0,0,0,0,0,35806,36823,36285,36683,37150,41210,3000,1580,1294,1355,5000,5000
0,11063,200000,1,1,1,54,1,2,0,0,0,0,7111,4803,4629,14915,8523,5586,10,1215,12000,4000,4978,1000
0,11064,120000,1,2,1,40,-1,0,0,0,0,0,112123,114344,117684,117344,58800,0,4089,5179,2543,1176,0,0
0,11065,50000,2,5,2,23,0,0,0,0,0,0,48473,49454,47893,30707,50741,49663,2100,2021,1562,26004,1800,2000
0,11066,190000,2,2,1,48,0,0,0,0,0,0,210612,206806,203803,167103,163528,162555,7496,9144,5972,5858,6174,6047
0,11067,90000,2,3,1,50,0,0,0,0,0,0,91123,90056,88330,83948,82168,82304,3614,3223,3172,2743,3051,3081
0,11068,150000,2,1,2,33,0,0,0,0,0,0,11529,6745,6177,7215,7644,8367,2000,1262,1300,700,1000,950
1,11069,80000,1,2,2,26,1,2,0,0,0,-1,27897,24833,23331,21964,19664,2544,0,1527,1500,540,2544,2789
1,11070,60000,2,2,2,28,2,0,0,0,0,0,4114,5875,7612,8826,10113,11289,2000,2000,1500,1600,1500,1500
0,11071,360000,2,2,1,45,0,0,0,0,0,0,222505,199464,182886,109556,111286,90580,8000,7565,4100,4027,3445,2000
0,11072,200000,2,1,1,34,-1,-1,-1,-1,-1,-1,7448,5471,4506,10067,9273,2931,5473,4506,10137,9521,2931,10381
0,11073,150000,2,5,1,25,2,0,0,0,0,0,156252,121999,28119,100540,88865,88526,3468,1867,92920,3578,3000,2200
0,11074,30000,1,3,1,59,0,0,0,0,0,0,29272,29096,22088,21624,21833,18174,1404,1268,694,866,695,838
0,11075,80000,1,1,2,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390
0,11076,50000,1,2,2,42,0,0,0,0,0,0,50300,50898,49111,48943,45775,0,2200,1600,1700,1700,0,0
0,11077,240000,2,3,1,39,-2,-2,-2,-2,-2,-2,0,1234,0,0,620,0,1234,0,0,620,0,0
0,11078,500000,2,2,1,32,0,0,0,0,0,0,37664,9689,9487,12641,14778,10665,3000,1000,6000,4000,3000,23000
0,11079,220000,1,2,2,39,0,0,0,0,0,0,103159,91253,81847,79489,77040,78892,5000,3000,4000,3000,3000,3000
0,11080,380000,2,1,1,43,-1,-1,-1,-1,-1,-1,18866,20840,188,2172,5173,5446,20884,188,2172,5173,5446,2045
0,11081,150000,2,1,1,36,-2,-2,-2,-2,-2,-2,32440,13447,17877,25172,4694,6292,13447,17914,25349,4694,6324,14433
0,11082,250000,2,2,1,37,0,0,0,-1,0,0,59023,102006,56412,37764,23876,16891,45000,2012,72791,16891,0,5617
0,11083,290000,1,1,1,40,0,0,0,0,-1,2,63421,40201,13802,0,2242,1850,1619,4000,0,2242,0,4450
1,11084,60000,2,3,1,39,2,0,0,2,0,0,29565,31123,34134,23552,24020,26615,3000,3638,0,1000,3000,0
0,11085,460000,2,1,1,43,-2,-2,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700
1,11086,170000,1,3,1,46,-1,-1,-1,-1,-1,0,1804,1804,1804,1804,3608,1804,1804,1804,1804,3608,0,1804
0,11087,50000,2,2,2,38,0,0,-1,0,0,-1,2410,0,4494,3034,2327,5892,0,4494,61,47,5892,164
1,11088,50000,2,2,1,39,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390
0,11089,100000,1,1,1,43,0,0,0,0,0,0,42451,43564,45522,46832,37683,28680,2100,3000,2500,2000,2000,2000
0,11090,100000,2,1,2,30,1,2,0,0,0,0,105033,102513,100693,71253,70206,71060,0,3509,3047,3500,3000,2500
0,11091,50000,1,1,1,33,1,2,0,0,0,0,46745,45727,45515,45470,4220,4220,0,1200,155,3000,0,0
0,11092,100000,2,1,2,29,1,2,2,2,2,2,63542,66567,67564,67443,65106,70258,5000,3200,2500,0,6918,3520
0,11093,90000,2,1,2,28,-1,-1,-1,0,0,0,866,148,377,4229,6109,8832,148,377,4000,2109,2832,316
0,11094,50000,1,2,2,41,0,0,0,0,0,0,40709,37503,18086,18545,15453,15847,3000,2000,1000,1000,800,3000
0,11095,50000,1,2,1,24,-1,-1,-1,0,0,0,390,918,19583,19593,19364,19893,918,19583,1000,1000,1000,1000
0,11096,140000,2,2,2,37,0,0,0,0,0,0,86858,89509,91476,92591,95887,97739,5000,4300,3600,5000,3310,3400
0,11097,200000,1,1,2,33,-1,-1,-1,-1,-1,0,1431,1491,1000,9373,185994,188730,1491,1326,9373,192994,7000,7000
0,11098,230000,2,2,1,35,-1,-1,-1,-1,-1,0,7035,2954,13375,-10,8808,6632,2969,13441,0,8818,4,28
0,11099,200000,2,2,2,34,1,-1,-1,-1,-1,-1,0,3346,0,465,1775,8722,3346,0,465,1775,8722,0
1,11100,90000,2,2,1,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0
0,11101,180000,2,2,1,32,1,2,2,0,0,2,146549,150151,142421,110713,84928,83307,7641,3,6003,5826,0,2855
1,11102,170000,1,2,1,57,-1,-1,-1,-1,0,-1,792,-2604,396,792,396,396,0,3396,792,0,396,396
1,11103,20000,1,3,2,49,1,2,2,-1,0,0,19481,18756,-3744,17105,17250,0,0,0,21200,345,0,0
0,11104,460000,1,3,1,61,0,-1,-1,-1,-1,-1,10643,1547,1670,6425,4897,8401,1600,1800,6500,5000,5000,4500
0,11105,300000,1,2,1,31,-1,-1,-1,-1,-1,-1,12793,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109
0,11106,230000,1,2,2,27,-1,-1,-1,-1,-1,-1,396,396,396,396,396,546,396,396,396,396,546,396
0,11107,50000,1,1,1,63,-1,-1,2,-1,-1,-1,264,528,264,264,264,264,528,0,264,264,264,264
1,11108,20000,1,3,1,46,-1,2,2,-1,-1,0,1836,1651,0,390,1170,780,0,0,390,1170,0,0
0,11109,190000,2,2,1,35,0,0,0,0,0,0,189420,192058,185995,188649,190700,185912,8900,6700,6699,7400,6900,7400
1,11110,40000,1,2,1,38,3,2,0,0,2,0,38291,37380,38180,40524,39720,39860,0,1706,3050,0,1565,1278
0,11111,50000,2,1,2,30,0,0,0,0,0,0,30145,26212,17354,18157,18952,14036,5000,2000,1000,1000,1000,1000
0,11112,240000,2,2,1,36,0,0,0,0,0,0,214122,217850,212593,180867,173780,168880,19000,10000,7000,10000,8000,10000
1,11113,470000,2,2,1,49,0,-1,-1,-1,-1,-1,3388,1359,7650,6682,1942,0,1359,7650,6682,1942,0,5870
0,11114,10000,2,1,2,22,1,3,3,2,0,0,6251,6498,6744,6977,6593,7481,500,500,500,242,1000,273
0,11115,20000,2,3,1,34,-1,-1,-1,-1,-1,-2,1030,4177,1786,1050,0,0,4177,1786,1050,0,0,0
0,11116,200000,2,2,1,47,-1,-1,0,0,0,0,528,13921,14943,14692,14733,14820,13921,1528,500,528,655,284
0,11117,100000,2,2,1,29,2,2,0,0,2,2,75242,73482,76628,82320,83359,85837,0,5000,7000,2500,4000,0
0,11118,80000,2,3,1,54,0,0,0,0,-1,-1,68519,69493,70656,72290,390,390,2500,2671,3308,390,390,390
0,11119,50000,2,2,1,33,-1,0,0,0,0,0,25658,26539,27507,28299,12012,8923,1700,2080,3000,1000,1000,1000
0,11120,360000,2,1,2,32,0,0,0,0,0,0,272112,272444,256974,241226,241673,233157,10130,12649,8916,7725,8900,6956
0,11121,80000,2,2,1,41,-2,-2,-2,-2,-2,-2,7274,6280,21016,14422,5157,6579,6280,21115,14422,5157,6579,11251
1,11122,50000,2,3,2,44,2,2,2,2,2,0,42115,41164,43658,44644,43798,44912,0,3500,2000,0,2000,2000
0,11123,50000,1,2,1,39,0,0,0,0,0,0,46410,48710,8108,7358,3098,0,5000,2001,2000,0,0,0
0,11124,250000,2,2,1,40,1,2,2,-2,-2,-1,7067,998,0,0,0,1604,4,0,0,0,1604,0
0,11125,20000,2,2,2,24,0,0,0,0,0,0,19043,20210,18091,19431,19478,17492,1500,1408,5000,1000,2000,5000
0,11126,30000,2,2,2,23,0,0,0,0,0,0,23237,23874,26985,29497,29290,28693,10000,5000,3000,2000,3150,0
0,11127,30000,1,2,1,30,-2,-1,-1,-2,-2,-2,5678,20762,2462,13019,4679,0,20774,2476,13263,4793,0,0
0,11128,50000,2,1,2,52,-1,0,0,0,0,-1,28594,33080,29233,23340,-300,31031,5000,3000,1000,0,31331,0
1,11129,150000,2,3,2,32,0,0,0,0,0,0,113932,87187,81491,77078,66927,50881,2500,3000,2000,5000,5055,5000
0,11130,60000,2,2,2,31,0,0,0,0,0,2,59426,59643,61279,61017,30117,29526,2800,3200,2535,2331,0,1073
0,11131,320000,2,1,1,34,-2,-1,0,-1,-1,-1,65083,23750,22381,14685,7511,6722,23750,10162,14702,7511,6722,10000
0,11132,50000,1,3,1,35,0,0,2,0,0,2,35214,37305,34789,8671,9550,8741,3900,2,500,1000,0,500
0,11133,80000,2,2,2,25,0,0,0,0,0,0,47836,49038,53158,48269,48019,46908,2000,5000,2000,2000,2000,2000
1,11134,170000,1,2,2,30,0,0,0,-1,-1,-1,6383,7189,-1,192,0,397,1000,0,193,0,397,0
0,11135,130000,2,2,1,37,0,0,0,0,0,0,122944,121530,107783,84353,169121,87863,6013,5312,3100,3123,6293,3273
1,11136,50000,1,2,2,22,0,0,0,-1,-1,0,49334,48237,49496,10353,4337,15017,5000,2510,10371,16533,11017,698
0,11137,320000,2,2,1,41,0,0,0,0,0,0,49846,53811,38717,35409,35036,35939,5000,2000,2000,3000,3000,1500
1,11138,330000,2,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,11139,180000,2,2,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,11140,120000,1,1,2,32,-1,-1,-1,-1,-1,-1,890,390,390,1480,0,6477,390,390,1480,0,6477,0
0,11141,160000,1,1,1,40,0,0,0,0,0,0,27563,28350,25186,36100,21707,7928,5002,5000,14400,10000,4000,0
0,11142,270000,2,1,1,45,-2,-2,-2,-2,-2,-2,1526,0,0,0,0,0,0,0,0,0,0,0
0,11143,220000,1,2,2,30,0,0,0,2,-1,-1,6229,3516,7413,3697,3703,3500,1000,7397,0,3703,3500,3697
0,11144,30000,1,2,2,23,0,0,0,0,0,0,26725,28289,29489,30237,30504,29771,2000,2000,1502,1112,1100,2000
0,11145,40000,1,2,1,25,0,0,0,0,0,2,37540,38611,39508,38674,38410,37661,1976,1873,1300,2824,0,2000
0,11146,390000,2,2,2,28,-1,-1,-1,-1,-1,-1,1421,1286,2123,2219,1205,3343,1294,2133,2230,1209,3365,2151
1,11147,20000,1,2,2,25,1,2,3,2,0,0,18885,21563,20943,20152,19754,19204,3300,0,0,2,384,2488
1,11148,30000,1,3,1,54,0,0,0,0,0,2,13693,14757,15815,16788,17787,17363,1600,1600,1540,1580,0,700
0,11149,300000,2,2,1,31,-1,-1,-1,-1,-1,-1,3863,4242,5090,309,2700,7593,5021,5134,322,5013,7611,8059
0,11150,390000,2,2,1,39,0,0,0,0,0,0,359641,283210,240876,190709,191162,195336,11100,13163,8349,6840,7252,7800
0,11151,50000,1,2,1,59,0,0,0,0,0,0,47069,48479,49520,18990,19539,19791,2169,2210,680,855,726,687
0,11152,150000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,116,0,1500,0,0,116,0,1500,0
